     1  1  1    -806.15399
     2  2  1    -812.06604
     3  3  1    -685.88483
     4  3  2    -689.64062
     4  4  1    -695.74731
     5  1  1     184.45959
     5  2  2     196.71682
     5  3  3    -107.91557
     5  4  4     -88.58032
     5  5  1    -426.83575
     5  5  5    -637.51157
     6  2  1    -180.13529
     6  4  3     117.51651
     6  5  2     427.97361
     6  6  1    -450.65198
     6  6  5    -679.90084
     7  3  1     250.30285
     7  4  2     267.98708
     7  5  3    -572.18428
     7  6  4     578.28578
     7  7  1    -535.14139
     7  7  5    -353.83388
     8  3  2    -249.87074
     8  4  1    -250.70609
     8  5  4     595.26471
     8  6  3    -619.45438
     8  7  2     546.69924
     8  7  6    -379.62411
     8  8  1    -573.26215
     8  8  5    -392.25113
     9  1  1     -27.83873
     9  2  2     -29.77397
     9  3  3      50.01263
     9  4  4      48.91886
     9  5  1     105.02161
     9  5  5      90.01288
     9  6  2    -117.84900
     9  6  6     212.03886
     9  7  3     132.80954
     9  7  7     -22.85811
     9  8  4    -163.91359
     9  8  8     132.84819
     9  9  1     -72.33302
     9  9  5    -408.18030
     9  9  9   -1195.31032
    10  3  1     -46.73765
    10  4  2     -49.99953
    10  5  3     176.71454
    10  6  4    -200.94063
    10  7  1     150.74092
    10  7  5      25.19551
    10  8  2    -169.01365
    10  8  6     163.39308
    10  9  3    -122.60916
    10  9  7    -440.68175
    10 10  1     -90.80747
    10 10  5    -397.71352
    10 10  9   -1162.16901
    11  3  1      12.44296
    11  4  2      12.44433
    11  5  3       3.38672
    11  6  4      -3.66253
    11  7  1      -2.44792
    11  7  5       8.82962
    11  8  2       2.23892
    11  8  6       9.21247
    11  9  3      -1.18022
    11  9  7       0.10156
    11 10  1       0.21294
    11 10  5      -1.02256
    11 10  9       8.96036
    11 11  1      42.79706
    11 11  5      34.36040
    11 11  9     -12.02848
    12  3  2      -7.20595
    12  4  1      -7.26652
    12  5  4      -1.69292
    12  6  3       1.98892
    12  7  2       1.46552
    12  7  6       4.34503
    12  8  1      -1.27858
    12  8  5       4.47167
    12  9  4       0.73614
    12  9  8      -1.11193
    12 10  2      -0.10452
    12 10  6      -1.47631
    12 11  2     -30.49872
    12 11  6      30.81935
    12 12  1      23.61817
    12 12  5      32.86194
    12 12  9      25.11152
    13  3  2      14.55630
    13  4  1      14.67946
    13  5  4       6.49021
    13  6  3      -7.38470
    13  7  2      -1.50660
    13  7  6     -14.00633
    13  8  1       0.84439
    13  8  5     -14.48839
    13  9  4      -2.69689
    13  9  8       4.72705
    13 10  2      -0.53877
    13 10  6       5.72065
    13 11  2      36.23979
    13 11  6     -16.01311
    13 12  1     -24.41189
    13 12  5      -2.36023
    13 12  9      43.44337
    13 13  1      35.25088
    13 13  5      15.02850
    13 13  9      41.71614
    14  1  1       8.09303
    14  2  2       8.19913
    14  3  3       7.80435
    14  4  4       8.03005
    14  5  1      -1.93321
    14  6  2       1.73542
    14  6  6       0.60904
    14  7  3      -4.79287
    14  7  7       1.91525
    14  8  4       4.58495
    14  8  8       2.90528
    14  9  5      -2.31497
    14  9  9      -7.28737
    14 10  3       0.41332
    14 10  7      -3.39261
    14 10 10      -7.16519
    14 11  3      42.08980
    14 11  7       0.74562
    14 11 10      -2.43890
    14 11 11     103.82999
    14 12  4     -29.85968
    14 12  8       4.40975
    14 12 12      95.70345
    14 13  4      36.83809
    14 13  8       7.97046
    14 13 12     -10.50866
    14 13 13     102.99243
    14 14  1      33.97546
    14 14  5      -4.35158
    14 14  9      -5.27780
    14 14 14     -13.30794
    15  2  1       5.18466
    15  4  3       6.86371
    15  5  2       0.57363
    15  6  1      -0.86367
    15  6  5      -2.78374
    15  7  4      -1.34995
    15  8  3       1.05117
    15  8  7      -3.21699
    15  9  2      -0.54921
    15  9  6       1.22185
    15 10  4      -0.26395
    15 10  8       1.52909
    15 11  4      36.03794
    15 11  8      17.02558
    15 12  3     -22.24262
    15 12  7      23.19702
    15 12 10      34.84671
    15 12 11     -63.57867
    15 13  3      37.87308
