 1  1  1     -961.05255 
 2  1  1      -13.43635 
 2  2  1      151.10591 
 2  2  2     -103.09358 
 3  1  1      -24.51221 
 3  2  1        0.14937 
 3  2  2      -55.81726 
 3  3  1       63.96673 
 3  3  2     -110.26014 
 3  3  3     -228.27320 
 4  1  1       -5.68766 
 4  2  1       11.17475 
 4  2  2       14.80464 
 4  3  1      103.26400 
 4  3  2       -8.69858 
 4  3  3       44.01146 
 4  4  1      292.75068 
 4  4  2     -107.41860 
 4  4  3      -55.03798 
 4  4  4      -15.92099 
 5  1  1       22.99363 
 5  2  1      -13.28983 
 5  2  2       12.85629 
 5  3  1        1.30979 
 5  3  2       37.49827 
 5  3  3       55.86409 
 5  4  1       47.77810 
 5  4  2       32.91362 
 5  4  3       44.13166 
 5  4  4      -44.61483 
 5  5  1       29.20568 
 5  5  2      -76.53941 
 5  5  3     -165.16538 
 5  5  4       75.39831 
 5  5  5       18.85650 
 6  6  1    -1022.21835 
 6  6  2       93.53151 
 6  6  3      -28.25578 
 6  6  4        7.65040 
 6  6  5       21.28921 
 7  6  1        7.00313 
 7  6  2     -201.02622 
 7  6  3      -18.82408 
 7  6  4     -118.61952 
 7  6  5      -12.64285 
 7  7  1      224.55993 
 7  7  2       56.22871 
 7  7  3      -49.52163 
 7  7  4       30.24719 
 7  7  5       48.12391 
 8  6  1        7.17572 
 8  6  2      107.07431 
 8  6  3     -117.26292 
 8  6  4     -271.55947 
 8  6  5      -57.82471 
 8  7  1       -4.54650 
 8  7  2      -17.28103 
 8  7  4       -8.60655 
 8  7  5       51.04275 
 8  8  1      326.44346 
 8  8  2       28.92792 
 8  8  3      -51.22126 
 8  8  4        6.14567 
 8  8  5      -36.93320 
13 13  1    -1011.45268 
13 13  2       91.56434 
13 13  3      -33.07208 
13 13  4       10.45161 
13 13  5       27.13090 
14 13  1       14.65562 
14 13  2      166.27083 
14 13  3      -83.78801 
14 13  4     -152.85248 
14 13  5      -39.00557 
14 14  1      233.57120 
14 14  2       36.12882 
14 14  3      -69.39495 
14 14  4       11.97134 
14 14  5      -60.16554 
15 13  1       43.67055 
15 13  2     -218.53801 
15 13  3      -65.95282 
15 13  4     -275.36390 
15 13  5      -57.35544 
15 14  1      -36.57843 
15 14  2      -27.27919 
15 14  3        6.52843 
15 14  4        3.07817 
15 14  5       12.35483 
15 15  1      466.30242 
15 15  2       67.86575 
15 15  3      -28.01795 
15 15  4       42.03867 
15 15  5       31.30117 
13  9  6    -1015.93192 
13  9  7       -0.57230 
13  9  8        7.39939 
14  9  6       17.48578 
14  9  7     -107.23232 
14  9  8      247.07040 
15  9  6       46.16208 
15  9  7      300.83065 
15  9  8      136.07221 
 9  9  1     -964.06729 
 9  9  2       -6.51813 
 9  9  3      -21.78551 
 9  9  4       -7.56957 
 9  9  5       23.10299 
13 10  6     -101.12599 
13 10  7      192.98863 
13 10  8     -103.67269 
14 10  6     -166.15083 
14 10  7       40.54299 
14 10  8      -42.59724 
15 10  6      222.94562 
15 10  7      -62.90284 
15 10  8      -13.83137 
10  9  1       -1.25257 
10  9  2     -139.43793 
10  9  3       10.05481 
10  9  4      -13.42901 
10  9  5        7.87037 
10 10  1      137.92762 
10 10  2      -73.08533 
10 10  3       -6.27338 
10 10  4       -6.19688 
10 10  5       -8.47699 
13 11  6       -9.07804 
13 11  7      113.47338 
13 11  8      284.56779 
14 11  6      163.85107 
14 11  7      -15.66548 
14 11  8       39.59402 
15 11  6      279.48867 
15 11  7      -21.71263 
15 11  8      -16.92952 
11  9  1        3.31320 
11  9  2       -7.60614 
11  9  3     -102.92776 
11  9  4     -287.74139 
11  9  5      -53.27864 
11 10  1        8.06680 
11 10  2      -13.12579 
11 10  3      -16.62134 
11 10  4      -61.90457 
11 10  5       11.23000 
11 11  1      296.57761 
11 11  2      -69.66718 
11 11  3      -33.09785 
11 11  4      -28.24062 
11 11  5        6.51581 
13 12  6      -68.53805 
13 12  7        9.71427 
13 12  8     -117.44382 
14 12  6      -94.54623 
14 12  7      -18.99458 
14 12  8       66.82369 
15 12  6      -33.64158 
15 12  7        0.93319 
15 12  8       33.85947 
12  9  1      -46.72335 
12  9  2      -30.90391 
12  9  3       49.06109 
12  9  4       84.71673 
12  9  5       28.46555 
12 10  1       32.52789 
12 10  2      -23.83503 
12 10  3       15.88512 
12 10  4       23.66557 
12 10  5        8.08266 
12 11  1      -97.71017 
12 11  2       26.38427 
12 11  3      -41.63830 
12 11  4      -54.53901 
12 11  5      -35.61060 
12 12  1       25.08199 
12 12  2      -79.75828 
12 12  3     -120.41941 
12 12  4      171.45548 
12 12  5     -193.79580 
