1     1     1     -987.06944
2     1     1     -135.79925
2     2     1     -917.60190
2     2     2     406.18236
3     1     1     37.11984
3     2     1     19.16105
3     2     2     27.21931
3     3     1     -44.52191
3     3     2     -19.73074
3     3     3     -1307.18655
4     1     1     -43.39173
4     2     2     -34.44365
4     3     3     -8.51394
4     4     1     93.06339
4     4     2     11.01309
4     4     3     -6.13739
4     4     4     -293.03814
5     2     1     8.38294
5     3     3     13.28421
5     4     1     24.39879
5     4     2     58.57838
5     4     3     -10.36495
5     4     4     -8.05577
5     5     1     61.67072
5     5     3     136.26780
5     5     4     -7.59929
5     5     5     30.14045
6     1     1     -5.76836
6     2     1     7.97772
6     2     2     -13.01664
6     4     1     9.66525
6     4     2     81.79456
6     4     4     45.43562
6     5     1     70.46776
6     5     2     -20.51676
6     5     3     -87.85433
6     5     4     33.20085
6     5     5     -24.33573
6     6     1     109.68356
6     6     2     -54.55222
6     6     3     49.66308
6     6     4     10.90071
6     6     5     -16.39012
6     6     6     -44.08824
7     1     1     -20.30291
7     2     2     -21.13066
7     3     3     -11.53699
7     4     1     -93.32464
7     4     2     -11.49115
7     4     3     5.33081
7     4     4     -110.38039
7     5     1     -27.02427
7     5     2     -103.53719
7     5     5     -15.99602
7     6     1     -7.12864
7     6     2     -151.25781
7     6     3     6.06178
7     6     4     24.24356
7     6     5     -23.08612
7     6     6     -38.95359
7     7     1     216.24422
7     7     2     -15.51768
7     7     3     -6.27164
7     7     4     -25.91759
7     7     7     -24.18492
8     1     1     -29.00675
8     2     2     -29.22214
8     4     1     8.80127
8     4     2     -28.71061
8     4     4     -30.24202
8     5     1     -32.32246
8     5     2     23.81743
8     5     3     -6.29544
8     5     4     12.64319
8     5     5     -17.14198
8     6     1     -49.92091
8     6     2     46.65875
8     6     4     33.58931
8     6     5     -50.18022
8     6     6     -67.76479
8     7     1     -38.44525
8     7     2     84.92689
8     7     4     11.79717
8     7     6     -16.17784
8     7     7     -16.81816
8     8     1     54.45830
8     8     2     -64.13190
8     8     4     55.30814
8     8     5     -47.27432
8     8     6     -101.32785
8     8     7     -35.14834
8     8     8     -203.45099
9     1     1     -12.63606
9     2     2     -9.89710
9     3     3     8.99419
9     4     1     34.99250
9     4     2     49.71470
9     4     4     -5.59400
9     5     1     63.98491
9     5     2     8.87617
9     5     3     -21.38198
9     5     4     -26.80744
9     6     1     89.05493
9     6     3     7.67693
9     6     4     -34.78208
9     6     5     -6.92659
9     6     6     21.06936
9     7     1     -54.33040
9     7     2     -125.33044
9     7     4     11.44251
9     7     5     18.12081
9     7     6     15.23159
9     7     7     -15.14323
9     8     1     -36.11087
9     8     2     35.56430
9     8     4     -16.82193
9     8     5     36.18372
9     8     6     43.46034
9     8     7     -15.96547
9     8     8     32.47596
9     9     1     100.72764
9     9     2     34.79651
9     9     4     49.20387
9     9     5     38.07810
9     9     6     15.62934
9     9     7     -13.74837
9     9     8     -70.96848
9     9     9     -116.52079
10     2     1     -7.57704
10     2     2     5.77212
10     3     3     9.06779
10     4     1     42.86162
10     4     4     -9.62442
10     5     1     -5.92865
10     5     2     50.15273
10     5     3     -17.67132
10     5     4     7.98974
10     5     5     12.36773
10     6     1     -21.20822
10     6     2     73.61259
10     6     3     12.63585
10     6     4     8.78879
10     6     5     10.12662
10     6     6     11.38001
10     7     1     -88.83729
10     7     2     38.15721
10     7     4     -11.71730
10     7     5     -6.12638
10     7     6     -7.41999
10     8     1     27.25474
10     8     2     -46.20027
10     8     5     9.20706
10     8     6     18.05066
10     8     7     5.88863
10     8     8     26.71365
10     9     1     11.10180
10     9     2     54.41157
10     9     3     -5.64214
10     9     4     -7.41766
10     9     5     -5.68115
10     9     7     -27.40406
10     9     9     22.38165
10     10     1     37.06984
10     10     2     -27.13682
10     10     4     5.37284
10     10     5     10.61214
10     10     7     -11.72905
10     10     8     -25.53151
10     10     9     -19.60881
11     11     1     32.01326
11     11     2     19.82944
11     11     3     294.08129
11     11     4     5.11009
11     11     5     -19.52048
11     11     6     39.59665
11     11     7     -16.30576
11     11     9     -19.02393
11     11     10     -25.99055
12     11     1     20.66737
12     11     2     52.36141
12     11     3     -44.14114
12     11     4     -5.49403
12     11     10     9.98209
12     12     1     348.04260
12     12     2     -308.45707
12     12     4     -9.70313
12     12     6     12.47987
12     12     8     -15.83649
12     12     9     12.74846
12     12     10     -15.11416
13     11     1     -107.44929
13     11     2     -65.39650
13     11     3     95.86874
13     11     4     10.64925
13     11     6     6.97834
13     11     7     -14.73136
13     11     10     -10.50599
13     12     1     -85.73407
13     12     2     -310.70123
13     12     3     -6.86000
13     12     4     29.55781
13     12     5     5.70586
13     12     7     13.83951
13     12     8     -22.65776
13     12     9     14.49197
13     12     10     -11.62636
13     13     1     570.01369
13     13     2     323.04336
13     13     3     7.04108
13     13     4     -32.99546
13     13     5     -9.97110
13     13     6     12.46268
13     13     7     36.38663
13     13     8     17.02790
13     13     9     -12.65500
13     13     10     -22.58036
14     11     1     -19.79962
14     11     3     165.92664
14     11     4     -7.80630
14     11     5     -17.14095
14     11     6     18.46595
14     11     7     -5.49487
14     11     10     -11.07055
14     12     1     130.08837
14     12     2     -248.05389
14     12     3     -23.23759
14     12     4     -5.39392
14     12     6     -10.78988
14     12     8     -9.62577
14     13     1     171.30624
14     13     2     -22.86448
14     13     3     43.94497
14     13     6     15.73665
14     13     8     -5.43760
14     14     1     100.38606
14     14     2     -109.14243
14     14     3     84.86078
14     14     4     71.61945
14     14     5     6.33535
14     14     6     25.00397
14     14     7     17.18464
14     14     8     28.71377
14     14     9     -8.48011
14     14     10     11.11817
15     15     1     -46.00585
15     15     2     -20.35211
15     15     3     -1372.48445
15     15     4     9.62577
15     15     5     -111.17538
15     15     6     84.02410
15     15     7     -14.42602
15     15     9     14.79428
15     15     10     12.59956
16     15     3     -14.59650
16     15     5     -12.60192
16     15     6     6.22722
16     15     9     5.17749
16     16     1     391.94891
16     16     2     -62.80124
16     16     3     -15.13406
16     16     4     -21.09837
16     16     5     -5.65169
16     16     6     9.61151
16     16     7     -14.86635
16     16     8     6.04324
16     16     9     5.14997
17     15     3     67.24147
17     15     4     -11.26047
17     15     5     210.43799
17     15     6     -132.25386
17     15     7     -5.08102
17     15     8     -9.45426
17     15     9     -29.83969
17     15     10     -24.50188
17     16     1     13.09068
17     16     2     -232.56462
17     16     5     8.98899
17     16     8     -7.45926
17     16     10     -13.09910
17     17     1     132.04076
17     17     2     -64.55393
17     17     3     181.60921
17     17     4     -25.60017
17     17     5     -38.39202
17     17     6     36.20275
17     17     7     14.80051
17     17     8     14.04370
17     17     9     5.03168
17     17     10     6.02689
18     15     3     -27.98215
18     15     4     14.11019
18     15     5     -145.28828
18     15     6     94.34521
18     15     9     12.87780
18     15     10     14.09918
18     16     1     -109.69028
18     16     2     -425.97268
18     16     3     14.44386
18     16     4     12.58093
18     16     5     -5.97217
18     16     6     -10.69605
18     16     10     -9.45438
18     17     1     231.19280
18     17     2     -57.05270
18     17     3     -146.45941
18     17     5     11.92277
18     17     6     -13.74106
18     17     7     13.65779
18     17     8     -5.06035
18     17     9     -11.88752
18     17     10     -9.37322
18     18     1     494.58438
18     18     2     38.28762
18     18     3     88.42389
18     18     4     30.83951
18     18     5     -13.56495
18     18     6     -5.00397
18     18     8     10.14410
18     18     10     8.70887
19     15     3     56.55223
19     15     4     -44.67014
19     15     5     400.69462
19     15     6     -264.52843
19     15     9     -23.79515
19     15     10     -31.14480
19     16     1     -99.97221
19     16     2     47.21384
19     16     3     -19.69725
19     16     4     11.90944
19     16     6     -9.95260
19     16     9     -5.97722
19     17     2     69.79205
19     17     3     402.82016
19     17     4     -29.82631
19     17     5     -16.77180
19     17     6     20.39557
19     17     8     14.87562
19     17     9     10.33948
19     17     10     14.31389
19     18     1     -26.25411
19     18     2     98.32970
19     18     3     -291.06130
19     18     4     38.17566
19     18     5     -7.57680
19     18     6     -29.25304
19     18     7     -12.23797
19     18     8     -10.95521
19     18     9     -8.62162
19     18     10     -21.84464
19     19     1     48.81810
19     19     2     -7.15893
19     19     3     822.54230
19     19     4     10.65051
19     19     5     5.78476
19     19     6     -14.62866
19     19     7     49.33767
19     19     8     27.58340
19     19     9     32.92709
19     19     10     43.01642
20     16     11     68.85684
20     16     12     298.67134
20     16     13     -325.50595
20     16     14     20.02825
20     17     11     -44.24546
20     17     12     33.10176
20     17     13     224.82112
20     17     14     89.36499
20     18     11     -101.91165
20     18     12     -41.11962
20     18     13     539.55882
20     18     14     181.38881
20     19     11     -16.78533
20     19     12     -78.56157
20     19     13     39.69357
20     19     14     -6.67480
20     20     1     -1043.51122
20     20     2     -495.88863
20     20     3     46.56302
20     20     4     -42.94860
20     20     5     5.79247
20     20     7     -18.88083
20     20     8     -26.97720
20     20     9     -14.38873
21     16     11     56.90925
21     16     12     -260.51027
21     16     13     -319.66781
21     16     14     -229.80620
21     17     12     -255.07168
21     17     13     -16.39941
21     17     14     -112.79928
21     18     11     -22.55540
21     18     12     -399.70662
21     18     13     78.43915
21     18     14     -143.35578
21     19     11     -12.27757
21     19     12     99.10527
21     19     13     75.86352
21     19     14     66.90953
21     20     1     -106.87413
21     20     2     -722.62398
21     20     3     15.65161
21     20     5     5.78187
21     20     10     -5.90385
21     21     1     -868.61504
21     21     2     773.31218
21     21     3     19.88531
21     21     4     -38.19050
21     21     6     -12.96343
21     21     7     -20.89696
21     21     8     -25.32927
21     21     9     -9.63676
21     21     10     8.58755
22     15     11     -17.52844
22     15     13     -8.00872
22     15     14     -13.96629
22     16     11     -7.76347
22     16     12     20.97399
22     16     14     17.81291
22     17     12     10.10362
22     17     13     7.48860
22     17     14     -19.46404
22     18     13     -14.22892
22     18     14     -10.97799
22     19     11     -20.88537
22     19     12     -23.26960
22     19     13     -22.32982
22     19     14     47.52667
22     20     1     53.54714
22     20     2     11.83465
22     20     4     -84.16565
22     20     5     -19.91732
22     20     7     82.93052
22     20     8     -13.48176
22     20     9     -23.93251
22     20     10     -41.51415
22     21     1     -9.09455
22     21     2     41.99268
22     21     4     25.29837
22     21     5     -57.81089
22     21     6     -93.39130
22     21     7     -42.46544
22     21     8     42.96719
22     21     9     -45.52523
22     21     10     30.73691
22     22     1     83.01659
22     22     2     -21.45378
22     22     4     -268.51027
22     22     5     -6.32434
22     22     6     51.62588
22     22     7     -93.16826
22     22     8     -35.68795
22     22     10     -14.93456
23     15     11     57.45253
23     15     12     -6.28641
23     15     13     13.37445
23     15     14     25.51758
23     16     14     9.75452
23     17     11     21.74767
23     17     12     -11.15440
23     17     13     5.83535
