  1  1  1  1     198.22710
  2  2  1  1     199.12180
  2  2  2  2     200.06756
  3  3  1  1     154.94409
  3  3  2  2     155.29734
  3  3  3  3     141.23588
  4  4  1  1     155.88567
  4  4  2  2     156.24971
  4  4  3  3     141.62904
  4  4  4  4     142.09107
  5  1  1  1      65.24591
  5  2  2  1      66.06212
  5  3  3  1      22.28509
  5  4  4  1      23.05267
  5  5  1  1      63.12623
  5  5  2  2      62.46467
  5  5  3  3     101.08120
  5  5  4  4     100.52465
  5  5  5  1     -54.04382
  5  5  5  5     158.09929
  6  2  1  1      66.18912
  6  2  2  2      67.03818
  6  3  3  2      21.92666
  6  4  4  2      22.71047
  6  5  5  2     -56.37768
  6  6  1  1      67.71270
  6  6  2  2      66.98022
  6  6  3  3     110.78232
  6  6  4  4     110.18572
  6  6  5  1     -61.16036
  6  6  5  5     172.65769
  6  6  6  2     -63.98504
  6  6  6  6     191.48528
  7  3  1  1      85.15686
  7  3  2  2      86.21540
  7  3  3  3      29.86061
  7  4  4  3      30.84594
  7  5  5  3     -68.96677
  7  6  6  3     -77.83180
  7  7  1  1      95.54455
  7  7  2  2      95.41130
  7  7  3  3     104.80605
  7  7  4  4     104.72007
  7  7  5  1     -12.27481
  7  7  5  5     114.43571
  7  7  6  2     -13.08504
  7  7  6  6     121.14823
  7  7  7  3     -15.34480
  7  7  7  7     101.69349
  8  4  1  1      90.26944
  8  4  2  2      91.41331
  8  4  3  3      30.23533
  8  4  4  4      31.31124
  8  5  5  4     -76.28222
  8  6  6  4     -86.50735
  8  7  7  4     -17.57708
  8  8  1  1     109.94186
  8  8  2  2     109.76930
  8  8  3  3     123.35371
  8  8  4  4     123.27608
  8  8  5  1     -17.70710
  8  8  5  5     133.28089
  8  8  6  2     -19.16498
  8  8  6  6     146.33633
  8  8  7  3     -21.85722
  8  8  7  7     111.63584
  8  8  8  4     -25.63147
  8  8  8  8     131.72516
  9  1  1  1     -17.57154
  9  2  2  1     -17.83680
  9  3  3  1      -3.25216
  9  4  4  1      -3.49204
  9  5  1  1     -20.88425
  9  5  2  2     -20.68435
  9  5  3  3     -35.99135
  9  5  4  4     -35.88442
  9  5  5  1      20.76562
  9  5  5  5     -47.92523
  9  6  6  1      24.27506
  9  6  6  5     -62.36567
  9  7  7  1       5.86059
  9  7  7  5     -22.92903
  9  8  8  1       9.59445
  9  8  8  5     -45.01751
  9  9  1  1       7.37469
  9  9  2  2       7.11346
  9  9  3  3      13.71332
  9  9  4  4      13.33868
  9  9  5  1     -10.99741
  9  9  5  5      49.90387
  9  9  6  2      -9.61810
  9  9  6  6      30.92628
  9  9  7  3     -15.93884
  9  9  7  7      61.44671
  9  9  8  4     -13.73149
  9  9  8  8      28.44131
  9  9  9  1      -3.19786
  9  9  9  5      68.36106
  9  9  9  9     213.61077
 10  3  1  1     -33.83144
 10  3  2  2     -34.32707
 10  3  3  3      -7.26298
 10  4  4  3      -7.71014
 10  5  5  3      37.77653
 10  6  6  3      43.96745
 10  7  1  1     -42.50334
 10  7  2  2     -42.46915
 10  7  3  3     -49.84327
 10  7  4  4     -49.91066
 10  7  5  5     -44.55626
 10  7  6  6     -60.37383
 10  7  7  3      10.35555
 10  7  7  7     -24.88712
 10  8  8  3      16.74342
 10  8  8  7     -50.52749
 10  9  9  3      -3.97128
 10  9  9  7      86.55157
 10 10  1  1      19.60155
 10 10  2  2      19.38201
 10 10  3  3      24.98344
 10 10  4  4      24.66510
 10 10  5  1      -9.20074
 10 10  5  5      55.78774
 10 10  6  2      -8.01644
 10 10  6  6      39.56324
 10 10  7  3     -13.36423
 10 10  7  7      65.84693
 10 10  8  4     -11.45345
 10 10  8  8      37.60389
 10 10  9  1      -2.79606
 10 10  9  5      58.44848
 10 10  9  9     195.78213
 10 10 10  3      -3.52318
 10 10 10  7      74.02359
 10 10 10 10     180.82579
 11  2  1  1      -7.76781
 11  2  2  2      -7.89058
 11  3  3  2      -1.10377
 11  4  4  2      -1.21367
 11  5  5  2       9.92953
 11  6  1  1     -10.15884
 11  6  2  2     -10.05225
 11  6  3  3     -18.02850
 11  6  4  4     -17.97011
 11  6  5  5     -24.47778
 11  6  6  2      11.67508
 11  6  6  6     -31.80746
 11  7  7  2       2.89943
 11  7  7  6     -11.63895
 11  8  8  2       4.82482
 11  8  8  6     -22.80544
 11  9  9  2      -2.16688
 11  9  9  6      34.38408
 11 10 10  2      -1.88449
 11 10 10  6      29.40934
 11 11  1  1       1.87860
 11 11  2  2       1.68005
 11 11  3  3       3.66915
 11 11  4  4       3.32975
 11 11  5  1      -4.71374
 11 11  5  5      36.04525
 11 11  6  2      -2.85300
 11 11  6  6      12.90406
 11 11  7  3      -8.13832
 11 11  7  7      54.95749
 11 11  8  4      -4.65926
 11 11  8  8      15.61500
 11 11  9  1      -6.45787
 11 11  9  5      82.71955
 11 11  9  9     233.08212
 11 11 10  3      -9.69016
 11 11 10  7     102.48805
 11 11 10 10     212.51450
 11 11 11  2      -3.79991
 11 11 11  6      41.70882
 11 11 11 11     257.08232
 12  4  1  1     -14.04835
 12  4  2  2     -14.27396
 12  4  3  3      -1.78293
 12  4  4  4      -1.98536
 12  5  5  4      18.46807
 12  6  6  4      21.75137
 12  7  7  4       5.43608
 12  8  1  1     -20.30673
 12  8  2  2     -20.26901
 12  8  3  3     -25.04854
 12  8  4  4     -25.06649
 12  8  5  5     -24.08354
 12  8  6  6     -32.35589
 12  8  7  7     -13.03277
 12  8  8  4       9.10791
 12  8  8  8     -26.30550
 12  9  9  4      -4.41881
 12  9  9  8      44.11002
 12 10 10  4      -3.83024
 12 10 10  8      37.70428
 12 11 11  4      -7.49560
 12 11 11  8      52.46738
 12 12  1  1       4.16715
 12 12  2  2       3.97654
 12 12  3  3       5.94627
 12 12  4  4       5.61558
 12 12  5  1      -4.62481
 12 12  5  5      37.52478
 12 12  6  2      -2.81374
 12 12  6  6      14.99314
 12 12  7  3      -7.97226
 12 12  7  7      55.95634
 12 12  8  4      -4.58587
 12 12  8  8      17.62936
 12 12  9  1      -6.27778
 12 12  9  5      80.54176
 12 12  9  9     229.39504
 12 12 10  3      -9.42181
 12 12 10  7      99.85061
 12 12 10 10     209.47823
 12 12 11  2      -3.69487
 12 12 11  6      40.60606
 12 12 11 11     252.70090
 12 12 12  4      -7.29645
 12 12 12  8      51.12329
 12 12 12 12     248.70829
 13  3  1  1       2.76842
 13  3  2  2       2.77707
 13  3  3  3       2.91732
 13  4  4  3       2.93829
 13  5  5  3       1.58681
 13  6  6  3       1.76168
 13  7  1  1       1.14129
 13  7  2  2       1.15815
 13  7  3  3       0.58959
 13  7  4  4       0.60612
 13  7  5  5      -1.10864
 13  7  6  6      -1.19900
 13  7  7  3       1.74276
 13  7  7  7      -0.32876
 13  8  8  3       2.05953
 13  8  8  7      -0.32367
 13  9  9  3       0.32539
 13  9  9  7      -0.88507
 13 10  1  1      -0.46720
 13 10  2  2      -0.47275
 13 10  3  3      -0.16531
 13 10  4  4      -0.17331
 13 10  5  5       0.38687
 13 10  6  6       0.62743
 13 10  7  7      -0.14801
 13 10  8  8       0.16805
 13 10  9  9      -1.13924
 13 10 10  3       0.47411
 13 10 10  7      -0.81617
 13 10 10 10      -1.06319
 13 11 11  3       0.15286
 13 11 11  7      -0.87813
 13 11 11 10      -1.51374
 13 12 12  3       0.18206
 13 12 12  7      -0.85241
 13 12 12 10      -1.47863
 13 13  1  1      -8.72361
 13 13  2  2      -8.71632
 13 13  3  3     -10.32988
 13 13  4  4     -10.31084
 13 13  5  1       2.06597
 13 13  5  5     -12.59697
 13 13  6  2       2.17783
 13 13  6  6     -13.51475
 13 13  7  3       2.76631
 13 13  7  7     -10.53918
 13 13  8  4       3.10799
 13 13  8  8     -11.85112
 13 13  9  1      -0.89286
 13 13  9  5       3.05745
