     1  1  1    -472.01916                         
     2  1  1    1357.12887                         
     2  2  1     164.56259                         
     2  2  2    1346.96678                         
     3  1  1      52.64134                         
     3  2  1     -39.31077                         
     3  2  2      34.30430                         
     3  3  1     -62.74868                         
     3  3  2      58.60713                         
     3  3  3   -1981.40923                         
     4  1  1      -4.07803                         
     4  2  1      -3.52601                         
     4  2  2      75.04954                         
     4  3  1       4.00032                         
     4  3  2      -5.51619                         
     4  3  3      96.86079                         
     4  4  1       5.54184                         
     4  4  2    -126.81310                         
     4  4  3      61.36669                         
     4  4  4     440.50790                         
     5  1  1     -89.09945                         
     5  2  1     -17.81161                         
     5  2  2      20.52852                         
     5  3  1       0.38673                         
     5  3  2       3.00491                         
     5  3  3     -56.28284                         
     5  4  1      19.50005                         
     5  4  2     -99.45979                         
     5  4  3     -38.39431                         
     5  4  4     -68.75864                         
     5  5  1      50.23360                         
     5  5  2    -167.10881                         
     5  5  3      12.42044                         
     5  5  4      34.79797                         
     5  5  5      72.82792                         
     6  1  1      23.10889                         
     6  2  1     -19.07649                         
     6  2  2      -1.56963                         
     6  3  1       3.36118                         
     6  3  2       1.08009                         
     6  3  3      -2.69255                         
     6  4  1      66.59657                         
     6  4  2      18.97667                         
     6  4  3     -86.13113                         
     6  4  4      74.77548                         
     6  5  1      98.86587                         
     6  5  2      28.38765                         
     6  5  3      67.11429                         
     6  5  4     -21.84098                         
     6  5  5       3.85456                         
     6  6  1      -5.25950                         
     6  6  2     -52.73513                         
     6  6  3     253.48761                         
     6  6  4      42.97999                         
     6  6  5     -46.93100                         
     6  6  6       2.25500                         
     7  1  1      40.00852                         
     7  2  1     -24.54412                         
     7  2  2      10.32699                         
     7  3  1      -6.06385                         
     7  3  2       6.19135                         
     7  3  3    -157.37534                         
     7  4  1      57.62558                         
     7  4  2      17.79345                         
     7  4  3      47.46725                         
     7  4  4     117.84043                         
     7  5  1      74.57791                         
     7  5  2      35.12802                         
     7  5  3     -47.00349                         
     7  5  4     -82.50272                         
     7  5  5      44.70021                         
     7  6  1     -24.36218                         
     7  6  2     -37.56062                         
     7  6  3    -109.57224                         
     7  6  4      -4.42591                         
     7  6  5      -2.90079                         
     7  6  6     -10.55058                         
     7  7  1     -18.35471                         
     7  7  2     -32.62590                         
     7  7  3     -31.59994                         
     7  7  4    -109.62666                         
     7  7  5      95.48863                         
     7  7  6      27.61763                         
     7  7  7     205.11881                         
     8  1  1      11.85976                         
     8  2  1      36.82673                         
     8  2  2      22.12046                         
     8  3  1       0.50587                         
     8  3  2      -2.96726                         
     8  3  3      16.66214                         
     8  4  1    -180.40068                         
     8  4  2     -22.35226                         
     8  4  3     -38.74000                         
     8  4  4      53.96040                         
     8  5  1    -281.96912                         
     8  5  2      -4.03572                         
     8  5  3      44.10021                         
     8  5  4     -32.24254                         
     8  5  5      46.80444                         
     8  6  1      26.77160                         
     8  6  2     112.65867                         
     8  6  3     149.48338                         
     8  6  4      28.88900                         
     8  6  5      29.04320                         
     8  6  6      -8.00412                         
     8  7  1      30.59748                         
     8  7  2      95.99882                         
     8  7  3     -48.42615                         
     8  7  4     -16.90419                         
     8  7  5      77.44631                         
     8  7  6       0.45696                         
     8  7  7     113.17503                         
     8  8  1      76.75513                         
     8  8  2    -334.69117                         
     8  8  3      65.69718                         
     8  8  4     -45.12846                         
     8  8  5     -53.08922                         
     8  8  6      37.67707                         
     8  8  7      51.04557                         
     8  8  8      74.34300                         
     9  1  1       4.21889                         
     9  2  1      -8.26558                         
     9  2  2       0.61034                         
     9  3  1       3.32343                         
     9  3  2      -5.27548                         
     9  3  3     117.75034                         
     9  4  1     135.81314                         
     9  4  2      14.71777                         
     9  4  3       1.86489                         
     9  4  4       1.78878                         
     9  5  1     245.37247                         
     9  5  2       7.83675                         
     9  5  4      16.52543                         
     9  5  5     -13.90970                         
     9  6  1     -25.56694                         
     9  6  2    -115.17476                         
     9  6  3     -23.31517                         
     9  6  4     -11.70110                         
     9  6  5       6.30081                         
     9  6  6       7.96183                         
     9  7  1     -33.27934                         
     9  7  2    -101.14474                         
     9  7  3      65.39448                         
     9  7  4      39.92978                         
     9  7  5     -16.24832                         
     9  7  6      48.50846                         
     9  7  7      38.97926                         
     9  8  1     -55.69046                         
     9  8  2     291.29664                         
     9  8  3       0.86787                         
     9  8  4      34.60370                         
     9  8  5      15.33512                         
     9  8  6     -14.48288                         
     9  8  7       6.25176                         
     9  8  8     -27.75918                         
     9  9  1      25.28044                         
     9  9  2    -229.85269                         
     9  9  3     -24.82932                         
     9  9  4     -52.63206                         
     9  9  5     -20.50190                         
     9  9  6     -19.73800                         
     9  9  7     -62.03837                         
     9  9  8     -25.45107                         
     9  9  9       5.80259                         
    10 10  1    -143.95490                         
    10 10  2    -217.50041                         
    10 10  3     480.85751                         
    10 10  4      35.19833                         
    10 10  5      -0.96521                         
    10 10  6      20.15741                         
    10 10  7      13.35939                         
    10 10  8      -9.59896                         
    10 10  9     -59.49839                         
    11 10  1    -253.90321                         
    11 10  2    -193.68799                         
    11 10  3    -161.77158                         
    11 10  4       6.66250                         
    11 10  5      59.68188                         
    11 10  6      10.28789                         
    11 10  7       1.26856                         
    11 10  8     -21.36825                         
    11 10  9      -9.38266                         
    11 11  1     274.14466                         
    11 11  2    -641.66102                         
    11 11  3      20.35738                         
    11 11  4     106.79643                         
    11 11  5      84.41055                         
    11 11  6     -15.87467                         
    11 11  7     -64.13465                         
    11 11  8     -11.10271                         
    11 11  9       8.68704                         
    12 10  1     126.73297                         
    12 10  2     220.60574                         
    12 10  3     229.22231                         
    12 10  4      -5.58935                         
    12 10  5      24.69130                         
    12 10  6     -21.80611                         
    12 10  7      -1.64182                         
    12 10  8       2.14381                         
    12 10  9      23.90067                         
    12 11  1     584.21468                         
    12 11  2     -88.27692                         
    12 11  3     -93.67330                         
    12 11  4      11.93360                         
    12 11  5      28.16949                         
    12 11  6     -26.21542                         
    12 11  7     -15.05347                         
    12 11  8      31.49801                         
    12 11  9       5.55108                         
    12 12  1     172.89035                         
    12 12  2    -431.89249                         
    12 12  3      73.34226                         
    12 12  4     -34.42766                         
    12 12  5     -47.90501                         
    12 12  6      23.93954                         
    12 12  7     -15.42657                         
    12 12  8     -10.43994                         
    12 12  9      47.39357                         
