   1   1       3652.700000
   2   2       3602.200000
   3   3       3252.800000
   4   4       3217.500000
   5   5       1790.000000
   6   6       1761.500000
   7   7       1677.500000
   8   8       1505.400000
   9   9       1427.200000
  10  10       1414.000000
  11  11       1394.000000
  12  12       1248.200000
  13  13       1205.300000
  14  14       1084.200000
  15  15        995.400000
  16  16        967.700000
  17  17        772.800000
  18  18        545.300000
  19  19        540.800000
  20  20        517.200000
  21  21        387.400000
  22  22        973.300000
  23  23        813.600000
  24  24        765.200000
  25  25        727.600000
  26  26        670.300000
  27  27        558.700000
  28  28        387.900000
  29  29        159.100000
  30  30        140.400000
