1  1  1532.5
2  2  1148.5
3  3   706.5
4  4   460.0
5  5  1574.5
6  6  1574.5
7  7   743.5
8  8   743.5
9  9   530.5
10 10  530.5
11 11  180.5
12 12  180.5
