 1    1    0.6714100133199674 
 2    2    0.9646901224948602 
 3    3    1.1896422527847423 
 4    4    1.3792651663463555 
 5    5    1.5463212494561716 
 6    6    1.6973517205801993 
 7    7    1.8362410145176586 
 8    8    1.9655195020576353 
 9    9    2.0869445255672683 
10   10    2.2017954639043600 
11   11    2.3110380755467923 
12   12    2.4154226225773310 
13   13    2.5155457316574354 
14   14    2.6118911393541602 
15   15    2.7048575151486953 
16   16    2.7947780439507288 
17   17    2.8819345682910633 
18   18    2.9665680308394613 
19   19    3.0488863356668432 
20   20    3.1290703677948866 
21   21    3.2072786725022833 
22   22    3.2836511420664416 
23   23    3.3583119558120780 
24   24    3.4313719504548179 
25   25    3.5029305501981129 
26   26    3.5730773526601753 
27   27    3.6418934428829890 
28   28    3.7094524904207749 
29   29    3.7758216718405282 
30   30    3.8410624515563625 
31   31    3.9052312468471619 
32   32    3.9683799975368039 
33   33    4.0305566566994493 
34   34    4.0918056155690294 
35   35    4.1521680733512065 
36   36    4.2116823606896130 
37   37    4.2703842240022789 
38   38    4.3283070766877199 
39   39    4.3854822222350611 
40   40    4.4419390535089738 
41   41    4.4977052318814597 
42   42    4.5528068494230558 
43   43    4.6072685770299744 
44   44    4.6611138011437170 
45   45    4.7143647516190761 
46   46    4.7670426233302177 
47   47    4.8191676943053139 
48   48    4.8707594436074295 
49   49    4.9218366729351661 
50   50    4.9724176371778892 
51   51    5.0225201912355901 
52   52    5.0721619638565869 
53   53    5.1213605750861664 
54   54    5.1701339241490469 
55   55    5.2185005932671045 
56   56    5.2664804488106798 
57   57    5.3140955946380375 
58   58    5.3613719949365821 
59   59    5.4083424803212079 
60   60    5.4550529514663877 
61   61    5.5015772448257350 
62   62    5.5480619493739427 
63   63    5.5949330289401979 
64   64    6.7728574568604865 
