1  1  1   -1885.99011
2  1  1       7.40615
2  2  1      -3.73003
2  2  2   -1366.99495
3  1  1     372.57126
3  2  1      -1.54127
3  2  2       8.24444
3  3  1      83.67846
3  3  2       0.67174
3  3  3     471.46264
4  1  1       6.16364
4  2  1      -0.79711
4  2  2      11.74548
4  3  1       2.90069
4  3  2     -10.40414
4  3  3      22.56183
4  4  1       2.73174
4  4  2     194.18954
4  4  3       2.61070
4  4  4      83.82257
5  1  1     -16.69230
5  2  1       0.80446
5  2  2     -15.91426
5  3  1      -9.20834
5  3  2      13.26353
5  3  3     -56.21058
5  4  1       1.44333
5  4  2     -14.75652
5  4  3      15.33854
5  4  4      -0.78857
5  5  1       2.15927
5  5  2     291.59222
5  5  3      -6.49289
5  5  4      31.99103
5  5  5     -29.02411
6  1  1       0.65516
6  2  1       0.10842
6  2  2      -1.92760
6  3  1       0.69130
6  3  2       1.64092
6  3  3       1.37287
6  4  1       0.20883
6  4  2      -4.98785
6  4  3       2.16130
6  4  4       5.98407
6  5  1       0.36954
6  5  2      36.34919
6  5  3      -0.95481
6  5  4       8.48694
6  5  5     -16.44380
6  6  1       1.66484
6  6  2       2.06956
6  6  3       8.14111
6  6  4      -0.37437
6  6  5      63.06988
6  6  6    -444.54613
7  1  1      55.61600
7  2  1       0.44807
7  2  2      -6.10205
7  3  1      27.53081
7  3  2       1.48103
7  3  3     171.73928
7  4  1      -0.49300
7  4  2      18.48678
7  4  3     -15.71612
7  4  4      -1.78059
7  5  1       2.25119
7  5  2      72.81733
7  5  3      31.03755
7  5  4     -21.94525
7  5  5      22.89980
7  6  2       8.60281
7  6  3       4.14180
7  6  4      -2.67843
7  6  5       8.00235
7  6  6     -14.67388
7  7  1      -2.70491
7  7  2      25.44848
7  7  3     -80.90370
7  7  4      31.65235
7  7  5     -59.14126
7  7  6     -12.30643
7  7  7     179.07594
8  1  1      12.05748
8  2  1      -0.48543
8  2  2      32.52760
8  3  1       5.38106
8  3  2      -7.05055
8  3  3      37.55779
8  4  1      -1.24861
8  4  2     -32.96963
8  4  3     -10.64859
8  4  4      -3.71680
8  5  1      -1.31859
8  5  2     -95.18206
8  5  3       4.62663
8  5  4     -33.16681
8  5  5     -64.64233
8  6  1      -1.00446
8  6  2     -11.17506
8  6  3      -1.81476
8  6  4      -7.26929
8  6  5     -17.35274
8  6  6       9.72651
8  7  1      -2.99481
8  7  2     -12.02311
8  7  3     -27.69400
8  7  4      13.17565
8  7  5     -28.11372
8  7  6      -1.17877
8  7  7      59.45118
8  8  1       6.85334
8  8  2      16.40325
8  8  3      13.85191
8  8  4       6.27314
8  8  5       8.69102
8  8  6      48.92563
8  8  7      10.12328
8  8  8    -362.75506
9  1  1      -0.18407
9  2  2      -2.22276
9  3  2       1.40702
9  3  3      -3.14214
9  4  1       0.58366
9  4  2       3.32319
9  4  3       0.74423
9  4  4      -0.62203
9  5  1      -9.98557
9  5  2       4.00677
9  5  3       3.46259
9  5  4       1.02388
9  5  5       2.25164
9  6  1       2.35430
9  6  2       0.46555
9  6  3      -0.38409
9  6  5       1.30390
9  6  6      -1.74083
9  7  1     -27.94160
9  7  2       0.44944
9  7  3       6.16140
9  7  4      -1.83253
9  7  5       2.04795
9  8  1      71.12758
9  8  2      -0.89874
9  8  3     -14.41239
9  8  4      -0.60232
9  8  6      -1.64974
9  8  8       9.99428
9  9  1    1272.19908
9  9  2      -5.59217
9  9  3    -159.21232
9  9  4       4.20061
9  9  7      -7.18242
9  9  8      -5.82525
9  9  9       3.61369
10  1  1     -14.60348
10  2  1       0.27489
10  2  2      13.32437
10  3  1      -9.75093
10  3  2       1.60565
10  3  3     -55.71887
10  4  1       0.99281
10  4  2       5.57435
10  4  3       7.04810
10  4  4     -10.70572
10  5  1      -0.25459
10  5  2     -27.33936
10  5  3     -13.87869
10  5  4      -7.30416
10  5  5     -26.48748
10  6  1      -0.73076
10  6  2      -3.74465
10  6  3      -0.86883
10  6  4      -2.44567
10  6  5       5.22369
10  6  6     -37.29698
10  7  1       3.24460
10  7  2      -9.69985
10  7  3      13.14798
10  7  4     -13.70864
10  7  5      25.51848
10  7  6      -2.67074
10  7  7     -44.31614
10  8  1      -8.18251
10  8  2       3.15403
10  8  3      13.41912
10  8  5      12.72356
10  8  6      32.76896
10  8  7      -6.11717
10  8  8    -135.72746
10  9  1    -215.44969
10  9  3       1.43227
10  9  4       0.79516
10  9  5      -1.73224
10  9  6      -1.14027
10  9  7      -1.54871
10  9  8       4.16073
10  9  9       6.42803
10 10  1      12.34312
10 10  2       4.14550
10 10  3     -69.12050
10 10  4       3.07746
10 10  5      11.76786
10 10  6      11.75333
10 10  7     -12.39337
10 10  8     -66.02856
10 10  9       3.08942
10 10 10     -53.78071
11  1  1       4.40933
11  2  1       0.32731
11  2  2      10.77766
11  3  1       1.46973
11  3  3      11.12697
11  4  1       0.91839
11  4  2      19.35728
11  4  3       1.66265
11  4  4      -1.01992
11  5  2     -89.50874
11  5  4      -9.28842
11  5  5      27.19364
11  6  2     -10.65952
11  6  4       1.14800
11  6  5      -5.86837
11  6  6      -6.56565
11  7  1       0.55912
