     1  1       3271.78217 
     2  2       3173.00230 
     3  3       2990.65117 
     4  4       1596.29438 
     5  5       1440.18106 
     6  6       1240.62959 
     7  7       1082.81753 
     8  8        971.44368 
     9  9        432.29492 
    10 10        957.02333 
    11 11        827.05229 
    12 12        715.78099 
