1  1  1  1     906.42441
2  1  1  1      -3.55682
2  2  1  1       0.09706
2  2  2  1       1.55759
2  2  2  2     504.39251
3  1  1  1    -158.60842
3  2  1  1       0.65032
3  2  2  1      -0.10672
3  2  2  2      -1.80374
3  3  1  1      36.46747
3  3  2  1      -0.09626
3  3  2  2      -0.80305
3  3  3  1      30.21496
3  3  3  2      -0.23333
3  3  3  3     120.47454
4  1  1  1      -2.19584
4  2  1  1       0.04740
4  2  2  1       0.31185
4  2  2  2      -6.64994
4  3  1  1       0.50689
4  3  2  2       4.03281
4  3  3  1       0.49729
4  3  3  2       0.11664
4  3  3  3       0.37182
4  4  1  1      -0.28197
4  4  2  1      -0.56529
4  4  2  2    -210.93085
4  4  3  1      -0.44562
4  4  3  2       2.17765
4  4  3  3      -2.20770
4  4  4  1       0.54657
4  4  4  2     -33.93586
4  4  4  3       0.98083
4  4  4  4      31.29995
5  1  1  1       5.87976
5  2  1  1      -0.02196
5  2  2  1      -0.42555
5  2  2  2       1.22199
5  3  1  1      -1.47531
5  3  2  2      -5.29532
5  3  3  1      -1.81983
5  3  3  2      -0.41174
5  3  3  3      -4.09970
5  4  2  2       1.99824
5  4  3  3      -1.35238
5  4  4  1      -0.30297
5  4  4  2      -2.48027
5  4  4  3      -0.34952
5  4  4  4       1.46507
5  5  1  1      -0.27197
5  5  2  1      -0.68939
5  5  2  2    -234.66695
5  5  3  1      -0.07626
5  5  3  2       0.98296
5  5  3  3       0.30360
5  5  4  2     -11.67525
5  5  4  3      -0.79906
5  5  4  4      15.97048
5  5  5  1      -0.13230
5  5  5  2      -4.40447
5  5  5  3       3.79877
5  5  5  4       0.51944
5  5  5  5     110.79536
6  1  1  1      -0.22726
6  2  2  1      -0.06713
6  2  2  2       0.38812
6  3  1  1       0.05150
6  3  2  2      -0.78421
6  3  3  1       0.10113
6  3  3  3       0.60644
6  4  2  2       2.83175
6  4  3  3      -0.14504
6  4  4  1      -0.06147
6  4  4  2      -0.94858
6  4  4  3      -0.10268
6  4  4  4       0.06707
6  5  1  1      -0.03638
6  5  2  2     -30.00163
6  5  3  3      -0.25060
