1  1  3253.25389
2  2  3142.38937
3  3  2944.32003
4  4  1544.50582
5  5  1474.95860
6  6  1397.61207
7  7  1160.74466
8  8   979.91463
9  9   507.10735
10 10  982.47677
11 11  767.52613
12 12  446.10615
