5 5 5 5  25.451227220133
5 5 5 6  9.503947019892
1 1 5 5  143.676080659174
1 2 5 5  19.535948139026
1 3 5 5  -24.809389258956
2 2 5 5  -15.566690945132
2 3 5 5  51.737880590430
3 3 5 5  -44.928695142275
5 5 6 6  -55.436020912651
4 4 5 5  -82.251841715201
1 1 5 6  0.623191905905
1 2 5 6  -101.417405275429
1 3 5 6  178.543516969007
2 2 5 6  -5.609876553649
2 3 5 6  26.559861702281
3 3 5 6  -7.634203440550
5 6 6 6  3.583345128248
4 4 5 6  -2.212312995151
1 1 1 1  22.085855107873
1 1 1 2  2.170302615033
1 1 1 3  -0.936205553322
1 1 2 2  -9.848126133698
1 1 2 3  37.520657770255
1 1 3 3  -33.456802151158
1 1 6 6  -52.902716615222
1 1 4 4  -69.945896770380
1 2 2 2  0.922127360148
1 2 2 3  9.318628173640
1 2 3 3  -10.737932492878
1 2 6 6  -5.342991980251
1 2 4 4  -12.790093237977
1 3 3 3  2.761826127492
1 3 6 6  -12.531059301859
1 3 4 4  7.796460120824
2 2 2 2  6.336277798502
2 2 2 3  7.599197270936
2 2 3 3  5.444040798878
2 2 6 6  0.713292185938
2 2 4 4  -2.849058942035
2 3 3 3  0.008024989051
2 3 6 6  -9.857752234378
2 3 4 4  -5.653531763262
3 3 3 3  0.127434817288
3 3 6 6  8.250393871464
3 3 4 4  1.885082415469
6 6 6 6  3.581523321855
4 4 6 6  16.216858211729
4 4 4 4  5.760676804232
