 1  1  1  1      263.97760 
 2  1  1  1        4.79191 
 2  2  1  1      -99.05713 
 2  2  2  1       16.23162 
 2  2  2  2       30.02132 
 3  1  1  1        4.77552 
 3  2  1  1       22.01244 
 3  2  2  1       -5.07886 
 3  2  2  2        2.02690 
 3  3  1  1      -23.63597 
 3  3  2  1       -2.28719 
 3  3  2  2       14.59023 
 3  3  3  1       -7.38020 
 3  3  3  2       21.40388 
 3  3  3  3       46.26265 
 4  1  1  1        2.54899 
 4  2  1  1       -9.85874 
 4  2  2  1        1.86474 
 4  2  2  2        2.40722 
 4  3  1  1      -49.99725 
 4  3  2  2       -0.46654 
 4  3  3  1       -2.23813 
 4  3  3  2       -5.26291 
 4  3  3  3       -1.10330 
 4  4  1  1     -140.79671 
 4  4  2  1       15.99778 
 4  4  2  2       13.80669 
 4  4  3  1       -2.51879 
 4  4  3  2       -0.97178 
 4  4  3  3       16.79605 
 4  4  4  1       11.10158 
 4  4  4  2       -3.58270 
 4  4  4  3       20.35935 
 4  4  4  4       86.94913 
 5  1  1  1       -5.11886 
 5  2  1  1        0.71730 
 5  2  2  1        3.43495 
 5  2  2  2       -1.42024 
 5  3  1  1      -13.39642 
 5  3  2  2       -5.89412 
 5  3  3  1        5.49843 
 5  3  3  2      -11.86974 
 5  3  3  3      -17.47734 
 5  4  1  1      -34.25984 
 5  4  2  2       -0.29532 
 5  4  3  3       -1.75491 
 5  4  4  1        1.64830 
 5  4  4  2        6.45748 
 5  4  4  3       19.86338 
 5  4  4  4       27.50771 
 5  5  1  1       -6.93768 
 5  5  2  1       -4.34479 
 5  5  2  2       13.75085 
 5  5  3  1       -3.44548 
 5  5  3  2       16.93626 
 5  5  3  3       32.33675 
 5  5  4  1        2.04170 
 5  5  4  2       -3.70298 
 5  5  4  3      -11.55916 
 5  5  4  4        9.52534 
 5  5  5  1        1.24325 
 5  5  5  2       -4.08897 
 5  5  5  3       -9.09011 
 5  5  5  4       -2.44648 
 5  5  5  5        6.04011 
 6  6  1  1      282.94159 
 6  6  2  1      -18.91802 
 6  6  2  2     -127.85655 
 6  6  3  1       11.19936 
 6  6  3  2       26.51852 
 6  6  3  3      -29.03233 
 6  6  4  1       -1.17148 
 6  6  4  2      -12.43754 
 6  6  4  3      -53.78107 
 6  6  4  4     -154.13156 
 6  6  5  1       -5.93251 
 6  6  5  2        0.77621 
 6  6  5  3      -13.42936 
 6  6  5  4      -36.83093 
 6  6  5  5      -10.51552 
 6  6  6  6      299.54005 
 7  6  1  1       -2.29854 
 7  6  2  2      -10.99319 
 7  6  3  3        2.67382 
 7  6  4  4       -4.59893 
 7  6  5  5        4.21899 
 7  6  6  6       25.13082 
 7  7  1  1     -121.14721 
 7  7  2  1       -8.75402 
 7  7  2  2       37.93743 
 7  7  3  1        6.45250 
 7  7  3  2       -5.71906 
 7  7  3  3        0.72899 
 7  7  4  1       -4.67527 
 7  7  4  2       16.72502 
 7  7  4  3        5.55051 
 7  7  4  4       26.83680 
 7  7  5  1       -5.74741 
 7  7  5  2        3.08810 
 7  7  5  3        3.93114 
 7  7  5  4        7.96082 
 7  7  5  5        0.71151 
 7  7  6  6     -125.79021 
 7  7  7  6       13.92754 
 7  7  7  7       65.47398 
 8  6  1  1       -1.53164 
 8  6  2  2        8.10243 
 8  6  3  3       -0.68954 
 8  6  4  4       -1.19325 
 8  6  5  5       -1.70802 
 8  6  6  6      -13.66716 
 8  7  1  1        0.11492 
 8  7  2  2      -17.97732 
 8  7  3  3       -0.57765 
 8  7  4  4       17.53413 
 8  7  5  5       -7.79320 
 8  7  6  6        0.16639 
 8  7  7  6       -1.41902 
 8  7  7  7       -5.44877 
 8  8  1  1     -164.77995 
 8  8  2  1       -1.90759 
 8  8  2  2       15.65763 
 8  8  3  1        4.83251 
 8  8  3  2      -10.47664 
 8  8  3  3       15.52149 
 8  8  4  1       -1.61420 
 8  8  4  2      -22.03095 
 8  8  4  3       33.19878 
 8  8  4  4       73.48441 
 8  8  5  1        5.02644 
 8  8  5  2       -5.50459 
 8  8  5  3       12.11679 
 8  8  5  4       19.21085 
 8  8  5  5       -4.00571 
 8  8  6  6     -170.43633 
 8  8  7  6        3.47596 
 8  8  7  7       28.89649 
 8  8  8  6       -2.27412 
 8  8  8  7       -7.81551 
 8  8  8  8      121.17932 
13 13  1  1      281.33040 
13 13  2  1      -17.66505 
13 13  2  2     -126.63833 
13 13  3  1       11.17705 
13 13  3  2       26.06581 
13 13  3  3      -27.81598 
13 13  4  1        1.17536 
13 13  4  2      -12.95868 
13 13  4  3      -53.88344 
13 13  4  4     -153.16439 
13 13  5  1       -5.19123 
13 13  5  2        0.74762 
13 13  5  3      -14.59036 
13 13  5  4      -37.24681 
13 13  5  5      -10.00645 
13 13  6  6      296.86514 
13 13  7  6       22.46123 
13 13  7  7     -124.31427 
13 13  8  6      -15.49398 
13 13  8  7       -0.74728 
13 13  8  8     -169.42683 
13 13 13 13      294.89251 
14 13  1  1       -3.53858 
14 13  2  2       12.26077 
14 13  3  3       -1.60093 
14 13  4  4        2.53732 
14 13  5  5       -2.46741 
14 13  6  6      -25.31232 
14 13  7  7       -4.61591 
14 13  8  8       -2.93875 
14 13 13 13      -26.00688 
14 14  1  1     -125.17170 
14 14  2  1       -2.40095 
14 14  2  2       28.83396 
14 14  3  1        4.83815 
14 14  3  2      -13.83725 
14 14  3  3       13.78543 
14 14  4  1       -2.90301 
14 14  4  2      -15.22093 
14 14  4  3       17.78110 
14 14  4  4       36.34576 
14 14  5  1        9.15234 
14 14  5  2       -6.81355 
14 14  5  3        8.15774 
14 14  5  4       11.31700 
14 14  5  5       -1.69625 
14 14  6  6     -129.46301 
14 14  7  6        3.80115 
14 14  7  7       31.15569 
14 14  8  6       -2.17953 
14 14  8  7      -26.88869 
14 14  8  8       82.01629 
14 14 13 13     -127.89496 
14 14 14 13       -2.92272 
14 14 14 14       73.11736 
15 13  1  1      -16.94443 
15 13  2  2       -9.84133 
15 13  3  3        1.33934 
15 13  4  4       -2.69753 
15 13  5  5        0.85302 
15 13  6  6       12.41497 
15 13  7  7       17.14580 
15 13  8  8        8.39224 
15 13 13 13        8.16945 
15 14  1  1       13.62287 
15 14  2  2      -35.81522 
15 14  3  3        0.15406 
15 14  4  4       22.30253 
15 14  5  5       -5.51543 
15 14  6  6       14.75679 
15 14  7  7      -28.89734 
15 14  8  8       20.62671 
15 14 13 13       13.87816 
15 14 14 13        6.64414 
15 14 14 14      -13.16202 
15 15  1  1     -214.26252 
15 15  2  1      -19.41603 
15 15  2  2       61.69778 
15 15  3  2        5.25905 
15 15  3  3        8.35521 
15 15  4  1      -17.05622 
15 15  4  2       55.81745 
15 15  4  3       24.03497 
15 15  4  4      110.99937 
15 15  5  1       -0.94667 
15 15  5  2       14.28401 
15 15  5  3        0.58418 
15 15  5  4       27.77225 
15 15  5  5       10.43273 
15 15  6  6     -224.21871 
15 15  7  6       23.63277 
15 15  7  7      108.56484 
15 15  8  6        8.58359 
15 15  8  7       30.53523 
15 15  8  8       68.90936 
15 15 13 13     -217.71250 
15 15 14 13       -1.06329 
15 15 14 14       43.58925 
15 15 15 13       29.58249 
15 15 15 14      -30.60403 
15 15 15 15      261.80169 
 9  9  1  1      263.80160 
 9  9  2  1        3.74192 
 9  9  2  2      -99.52510 
 9  9  3  1        5.30265 
 9  9  3  2       21.08166 
 9  9  3  3      -24.22368 
 9  9  4  1        2.38030 
 9  9  4  2       -9.73270 
 9  9  4  3      -48.96533 
 9  9  4  4     -140.07293 
 9  9  5  1       -4.52232 
 9  9  5  2        0.52233 
 9  9  5  3      -12.81181 
 9  9  5  4      -34.54050 
 9  9  5  5       -8.77962 
 9  9  6  6      283.28994 
 9  9  7  6       -1.74407 
 9  9  7  7     -120.53527 
 9  9  8  6       -1.72674 
 9  9  8  7        0.07327 
 9  9  8  8     -165.15337 
13 13  9  9      280.89076 
14 13  9  9       -4.69490 
14 14  9  9     -124.96708 
15 13  9  9      -15.25833 
15 14  9  9       14.30808 
15 15  9  9     -212.41236 
 9  9  9  9      264.12311 
10  9  1  1       -2.28636 
10  9  2  2      -18.18688 
10  9  3  3       -0.67455 
10  9  4  4      -15.55610 
10  9  5  5        1.09286 
10  9  6  6       22.82717 
10  9  7  7       10.13950 
10  9  8  8        4.31811 
13 13 10  9       21.55097 
14 14 10  9        3.96212 
15 15 10  9       18.95975 
10  9  9  9       -0.92103 
10 10  1  1     -104.73111 
10 10  2  1       18.38290 
10 10  2  2       22.96687 
10 10  3  1       -2.18309 
10 10  3  2       -3.28098 
10 10  3  3        1.91328 
10 10  4  1        1.62578 
10 10  4  2        1.35307 
10 10  4  3        3.82167 
10 10  4  4       10.23559 
10 10  5  1        2.56068 
10 10  5  2       -2.17421 
10 10  5  3        2.09673 
10 10  5  4        1.67140 
10 10  5  5        2.83452 
10 10  6  6     -133.80544 
10 10  7  6      -11.69010 
10 10  7  7       42.04043 
10 10  8  6        8.36543 
10 10  8  7      -19.63140 
10 10  8  8       17.64942 
13 13 10 10     -132.03689 
14 13 10 10       12.39270 
14 14 10 10       29.96388 
15 13 10 10      -11.15638 
15 14 10 10      -35.35061 
15 15 10 10       56.96638 
10 10  9  9     -103.46528 
10 10 10  9      -18.09485 
10 10 10 10       24.10859 
11  9  1  1       -1.91891 
11  9  2  2       -2.47761 
11  9  3  3        1.04878 
11  9  4  4       -3.61327 
11  9  5  5       -0.95032 
11  9  6  6        0.08579 
11  9  7  7        4.09409 
11  9  8  8       -3.61093 
13 13 11  9       -2.40788 
14 14 11  9       -4.09982 
15 15 11  9       15.02269 
11  9  9  9       -2.22401 
11 10  1  1       -3.31241 
11 10  2  2        1.94426 
11 10  3  3       -3.01251 
11 10  4  4        0.17414 
11 10  5  5        0.84538 
11 10  6  6       -4.94735 
11 10  7  7       15.86976 
11 10  8  8      -25.25723 
