1     1     3128.47683
2     2     3108.77045
3     3     3102.17096
4     4     3062.66868
5     5     3040.66718
6     6     1503.94776
7     7     1486.65036
8     8     1482.25572
9     9     1408.62732
10     10     1376.00966
11     11     1306.59992
12     12     1204.09579
13     13     1148.70910
14     14     1095.93380
15     15     991.36258
16     16     841.60434
17     17     797.42566
18     18     523.41433
19     19     361.01940
20     20     225.42814
21     21     109.32723
