1      1      3220.64447
2      2      3196.5162
3      3      3009.88807
4      4      1540.82209
5      5      1409.42707
6      6      1395.21153
7      7      1128.90842
8      8      1009.47496
9      9       921.34024
10     10      811.95392
11     11     1119.47258
12     12      946.92065
13     13      710.46451
14     14      520.81075
15     15     3034.91416
16     16      952.27784
17     17      911.32344
18     18      677.66846
19     19      345.17793
20     20     3214.49844
21     21     3186.21221
22     22     1626.0387
23     23     1314.6766
24     24     1257.77619
25     25     1110.7261
26     26      966.34954
27     27      813.31903
